,Specimen Page,Sequence Length,Genus,Species,Genus species,% Match,Notes,Common_Name,Cruise ID,Haul ID,Station ID,Latitude,Longitude,SST,Depth,Stage,Picture file(s),Day,Month,Year,Time
NYOS2207E05SW_B04,NYOS2207E05SW_B04,631,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1ztXWPbULUgFPJ7Dw5bP0yRFI26a7oUtW/view?usp=share_link,,,,
NYOS2207E06SW_B05,NYOS2207E06SW_B05,619,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/15US6uwrE1JpvHBoOl-lD9KrI-azA5zl-/view?usp=share_link,,,,
NYOS2207E06SW_B06,NYOS2207E06SW_B06,629,Ophichthus,cruentifer,Ophichthus cruentifer,99.36,,Margined Snake Eel,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1B96b58LyDDAkujjWJslzzvNToR-zRz-9/view?usp=share_link,,,,
NYOS2207E06SW_B07,NYOS2207E06SW_B07,639,Ophichthus,cruentifer,Ophichthus cruentifer,99.53,,Margined Snake Eel,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1WMLQLPq8NEoMmu5fUd8pU9z0WbC41QS5/view?usp=share_link,,,,
NYOS2207E06SW_B08,NYOS2207E06SW_B08,627,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1MkzL8w-UUwLl4xtyKbKwtxWVTWrujbqi/view?usp=share_link,,,,
NYOS2207E06SW_B09,NYOS2207E06SW_B09,0,Peprilus,triacanthus,Peprilus triacanthus,,Okay (young); DNA SUBWAY,Butterfish,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1oVqJuWIOBD99aN1mrxyTvNtI47ittGf_/view?usp=share_link,,,,
NYOS2207E06SW_B10,NYOS2207E06SW_B10,638,Citharichthys,arctifrons,Citharichthys arctifrons,99.53,,Gulfstream Flounder,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1i0dTmd3wBx1AGeuMmLXuW5ClWF98koks/view?usp=share_link,,,,
NYOS2207E06SW_B11,NYOS2207E06SW_B11,0,Citharichthys,arctifrons,Citharichthys arctifrons,,Okay; MED VISUAL ID + DNA SUBWAY,Gulfstream Flounder,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1dlosugamcH8WJ1pZ-7TtYcyURgetC8bL/view?usp=share_link,,,,
NYOS2207E06SW_B12,NYOS2207E06SW_B12,638,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1TxPBDCgEHhTzZZYd9nn-0kH5Rsp-tWyt/view?usp=share_link,,,,
NYOS2207E05SW_C01,NYOS2207E05SW_C01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1CQZkBIGCr7aTdoUuRukR5MIFYdWNZRBv/view?usp=share_link,,,,
NYOS2207E05SW_C02,NYOS2207E05SW_C02,630,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.52,Butterfish,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1Xo2wQmxEZDXcwahNVkseQK05LtJE0Vfp/view?usp=share_link,,,,
NYOS2207E05SW_C03,NYOS2207E05SW_C03,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,Missing image,Gulfstream Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/11PtbPe_ZDk9ypfCein9xqYu2zkgcO1oE/view?usp=share_link,,,,
NYOS2207E05SW_C04,NYOS2207E05SW_C04,638,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/15zxf6vCskOy93Ey9t31UE9OGUXg6P75U/view?usp=share_link,,,,
NYOS2207E05SW_C05,NYOS2207E05SW_C05,596,Ophichthus,cruentifer,Ophichthus cruentifer,99.66,Broken egg? Other?,Margined Snake Eel,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1waHTQySYrgbjnDUo5MRyvCp9UT_xCQJY/view?usp=share_link,,,,
NYOS2207E05SW_C06,NYOS2207E05SW_C06,551,Auxis,rochei,Auxis rochei,99.82,,Bullet Tuna,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1W8CIDFkBTb86pW3VTwl_lLoLOAIHvVcT/view?usp=share_link,,,,
NYOS2207E05SW_C07,NYOS2207E05SW_C07,652,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1j16cvGzkI90v05oyQ00OEB8RaMq2uOE0/view?usp=share_link,,,,
NYOS2207E05SW_C08,NYOS2207E05SW_C08,622,Ophichthus,cruentifer,Ophichthus cruentifer,99.52,"Inocrrect Haul ID, should be E06",Margined Snake Eel,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1e67k2QGMCMZTWahTOPYdhU9Yrn3l2RHH/view?usp=share_link,,,,
NYOS2207E05SW_C09,NYOS2207E05SW_C09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,"Inocrrect Haul ID, should be E06",Gulfstream Flounder,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1GSJ3F-sdFq0rGQv55yivGjNMR2eNuQob/view?usp=share_link,,,,
NYOS2207E05SW_C10,NYOS2207E05SW_C10,638,Citharichthys,arctifrons,Citharichthys arctifrons,100,"Inocrrect Haul ID, should be E06",Gulfstream Flounder,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/16VC6ubbkOYaWcW0Tn6u-t9ycXEG3LjTL/view?usp=share_link,,,,
NYOS2207E05SW_C11,NYOS2207E05SW_C11,634,Peprilus,triacanthus,Peprilus triacanthus,100,"Peprilus burti 99.53, Incorrect Haul ID, should be E06",Butterfish,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1sfcHRQ0R6jb3ACVf6rAilB6lS9kQdqaj/view?usp=share_link,,,,
NYOS2207E05SW_C12,NYOS2207E05SW_C12,644,Citharichthys,arctifrons,Citharichthys arctifrons,100,"Inocrrect Haul ID, should be E06",Gulfstream Flounder,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1-GBZdnYChMAUalC_NySg_qP-5c1VBQbQ/view?usp=share_link,,,,
NYOS2207E05SW_D01,NYOS2207E05SW_D01,626,Citharichthys,arctifrons,Citharichthys arctifrons,99.84,,Gulfstream Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1M5kq-1DImbpX8TSV4Buo3r7bO5Z-B6xo/view?usp=share_link,,,,
NYOS2207E05SW_D02,NYOS2207E05SW_D02,0,Etropus,microstomus,Etropus microstomus,,Good; HIGH VISUAL ID + DNA SUBWAY,Smallmouth Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1o967I6Hx4bteGLTz4s-tqQHS5br2eGJE/view?usp=share_link,,,,
NYOS2207E05SW_D03,NYOS2207E05SW_D03,0,Hippoglossina,oblonga,Hippoglossina oblonga,,Good; HIGH VISUAL ID + DNA SUBWAY,Fourspot Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1UOf8iheinRBbCOJ1qnpFzqWdVSBg3sXM/view?usp=share_link,,,,
NYOS2207E05SW_D04,NYOS2207E05SW_D04,0,Peprilus,triacanthus,Peprilus triacanthus,,Good; HIGH VISUAL ID,Butterfish,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1-ZDP_B6QOPkojrXioLKddrY6g1Z8GISz/view?usp=share_link,,,,
NYOS2207E05SW_D05,NYOS2207E05SW_D05,0,Auxis,rochei,Auxis rochei,,Good; HIGH VISUAL ID,Bullet Tuna,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/18q0j9N6hJ6ezxVvN5NuALWGCUJ2ByNYy/view?usp=share_link,,,,
NYOS2207E06SW_D06,NYOS2207E06SW_D06,614,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.67,Butterfish,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1VRKDFkvs5aKu3wTVO8YzAsJJ9AnJGxV4/view?usp=share_link,,,,
NYOS2207E06SW_D07,NYOS2207E06SW_D07,629,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1muRl0bIFEzWE7qVlJhXabP5FYheVa74w/view?usp=share_link,,,,
NYOS2207E06SW_D08,NYOS2207E06SW_D08,627,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1zRo0wLvwBf09Iz0--PT6mx9spW0ExQFX/view?usp=share_link,,,,
NYOS2207E06SW_D09,NYOS2207E06SW_D09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1yLMSZn_mYrsa7ltGF0kphs86DlT_pCNi/view?usp=share_link,,,,
NYOS2207E06SW_D10,NYOS2207E06SW_D10,0,Etropus,microstomus,Etropus microstomus,,Good; HIGH VISUAL ID (check DNA SUBWAY),Smallmouth Flounder,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1cBuc1FYhGYrUGYGHmGVrOggFRCNGuAZ1/view?usp=share_link,,,,
NYOS2207E06SW_D11,NYOS2207E06SW_D11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1dVblA39ytX-w_XVOSV1IhqcWo_l7rM_H/view?usp=share_link,,,,
NYOS2207E06SW_D12,NYOS2207E06SW_D12,619,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.51,Butterfish,2207,E06,6.5,,,,,Larva,https://drive.google.com/file/d/1Lmf3a5D3B_XgEnsm52kmSC9YSK0c0qQq/view?usp=share_link,,,,
NYOS2207E05SW_E01,NYOS2207E05SW_E01,628,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1ZjYyQ3ZsVTY1ZtxNEEQyJrsRsM-0zjwU/view?usp=share_link,,,,
NYOS2207E05SW_E02,NYOS2207E05SW_E02,652,Auxis,rochei,Auxis rochei,99.68,,Bullet Tuna,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1s4-ng2iwvRCLYHK6qJ1bVNK6fimIWRAs/view?usp=share_link,,,,
NYOS2207E05SW_E03,NYOS2207E05SW_E03,601,Peprilus,triacanthus,Peprilus triacanthus,99.83,Peprilus burti 99.50,Butterfish,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1cCphH6qPPRI3vkFkdSo5z62wFGy7AM3c/view?usp=share_link,,,,
NYOS2207E05SW_E04,NYOS2207E05SW_E04,639,Citharichthys,arctifrons,Citharichthys arctifrons,99.53,,Gulfstream Flounder,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/19kXdR_G05sBfHxY9Cg95jcwWgbkqtAQp/view?usp=share_link,,,,
NYOS2207E05SW_E05,NYOS2207E05SW_E05,652,Sarda,orientalis,Sarda orientalis,99.85,"Auxis rochei 99.85, Auxis thazard 99.69",Bullet Tuna,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1QkZCr6uk-iFY2d6GxcyiNgRwoXQwbliw/view?usp=share_link,,,,
NYOS2207E05SW_E06,NYOS2207E05SW_E06,652,Auxis,thazard,Auxis thazard,100,Auxis rochei 100,Bullet Tuna,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1GdUSZFIJo3bjIy6ytjqrahtDlExBQ1C_/view?usp=share_link,,,,
NYOS2207E05SW_E07,NYOS2207E05SW_E07,638,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1fc66spVK--AjReEU_SqBfSKxKWrdkwx7/view?usp=share_link,,,,
NYOS2207E05SW_E08,NYOS2207E05SW_E08,278,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1XQZSi6j1wqcofbPXFfUVI53pYgcgUDWc/view?usp=share_link,,,,
NYOS2207E05SW_E09,NYOS2207E05SW_E09,0,,,,,"Opaque/cloudy white, very small",,2207,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1O_8eaqQzZglx6ftG1daBtr1mYZJig_1_/view?usp=share_link,,,,
NYOS2207E05SW_E10,NYOS2207E05SW_E10,649,Citharichthys,arctifrons,Citharichthys arctifrons,99.38,,Gulfstream Flounder,2207,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1TruJu3BHRFHHKLPGF_MTAqwScLSS5roR/view?usp=share_link,,,,
NYOS2207E08SW_E11,NYOS2207E08SW_E11,0,,,,,Clear with cloudy white spread inside,,2207,E08,5.6,,,,,Egg,https://drive.google.com/file/d/1P-mha9SxL1EUoRlBZeZ4Ujemp8DChmlq/view?usp=share_link,,,,
NYOS2207E09ASW_E12,NYOS2207E09ASW_E12,652,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.85,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1dVvdlHEGXTyF_qWTTAm26QAX87FWQe94/view?usp=share_link,,,,
NYOS2207E09ASW_F01,NYOS2207E09ASW_F01,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1NjnG6LWNSGoR-zcRdl6t8dPMU0CBzQhx/view?usp=share_link,,,,
NYOS2207E09ASW_F02,NYOS2207E09ASW_F02,638,Lepophidium,profundorum,Lepophidium profundorum,100,,Blackrim Cusk-Eel,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1OJFnaaRKHc1i2d1RfzRbW8q1kKg3XJrf/view?usp=share_link,,,,
NYOS2207E09ASW_F03,NYOS2207E09ASW_F03,630,Peprilus,triacanthus,Peprilus triacanthus,99.83,Peprilus burti 99.52,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1QEC36szmTEP2iDNqLhPByC6nQ7Dy-gQ2/view?usp=share_link,,,,
NYOS2207E09ASW_F04,NYOS2207E09ASW_F04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/16gq9-6GQe_FG6wZ_2BU-FU5XpogsqP8G/view?usp=share_link,,,,
NYOS2207E09ASW_F05,NYOS2207E09ASW_F05,0,Peprilus,triacanthus,Peprilus triacanthus,,High visual ID - SW,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1FzLTGcvzVmmYi7JgkTIBLG6D1vfIW6KI/view?usp=share_link,,,,
NYOS2207E09ASW_F06,NYOS2207E09ASW_F06,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1zU_JM91hNm0tACA_aVQwb6n38hnr1Izg/view?usp=share_link,,,,
NYOS2207E09ASW_F07,NYOS2207E09ASW_F07,638,Auxis,rochei,Auxis rochei,99.37,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1-B6Qej4bdE2w9EKVEPSAFDyA_PfqpVNY/view?usp=share_link,,,,
NYOS2207E09ASW_F08,NYOS2207E09ASW_F08,638,Auxis,thazard,Auxis thazard,100,Auxis rochei 100,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1qnyGSXqED9X7GL3t0zKAIiyP9UbUAAWe/view?usp=share_link,,,,
NYOS2207E09ASW_F09,NYOS2207E09ASW_F09,652,Auxis,thazard,Auxis thazard,99.85,Auxis rochei 99.85,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1nvr57jIPTm6zt2Roc1BYFVY3FeL91fkq/view?usp=share_link,,,,
NYOS2207E09ASW_F10,NYOS2207E09ASW_F10,638,Citharichthys,arctifrons,Citharichthys arctifrons,99.53,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1UI2noF3kbWIQqG1zaokuuM6J-ej-Mr9Z/view?usp=share_link,,,,
NYOS2207E09ASW_F11,NYOS2207E09ASW_F11,645,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/118i_L8-CcVcs4yWNlJH7gIKveqn6Nxxv/view?usp=share_link,,,,
NYOS2207E09ASW_F12,NYOS2207E09ASW_F12,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1feQFU1imWs4F2sU-SJAooIMKHe51lVqA/view?usp=share_link,,,,
NYOS2207E09ASW_G01,NYOS2207E09ASW_G01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1-Vz0gXHwDJTvhulWsQAbdzSoW89w0vWj/view?usp=share_link,,,,
NYOS2207E09ASW_G02,NYOS2207E09ASW_G02,652,Peprilus,triacanthus,Peprilus triacanthus,99.69,Peprilus burti 99.23,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1Pa1WcXRCpDattxzns5LleIQPySwko9tl/view?usp=share_link,,,,
NYOS2207E09ASW_G03,NYOS2207E09ASW_G03,645,Citharichthys,arctifrons,Citharichthys arctifrons,99.84,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1hYu6FtjIae21HcH8xLSJieTD3Nnzc7tc/view?usp=share_link,,,,
NYOS2207E09ASW_G04,NYOS2207E09ASW_G04,630,Peprilus,triacanthus,Peprilus triacanthus,99.84,Peprilus burti 99.37,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1CVR7RjfUfLWxI7QHtuuGcaHuVz7vU4cb/view?usp=share_link,,,,
NYOS2207E09ASW_G05,NYOS2207E09ASW_G05,638,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1sQzHf1aGfN5iZQoZrq13yiinuCL-AM_H/view?usp=share_link,,,,
NYOS2207E09ASW_G06,NYOS2207E09ASW_G06,644,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1jqrUzguhmQeX7-dGyzNosLdyigQTErSU/view?usp=share_link,,,,
NYOS2207E09ASW_G07,NYOS2207E09ASW_G07,652,Sarda,orientalis,Sarda orientalis,99.85,"Auxis rochei 99.85, Auxis thazard 99.69",Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1jIDXN4caQKu8Baq5Bx990Bch0U1TEQH2/view?usp=share_link,,,,
NYOS2207E09ASW_G08,NYOS2207E09ASW_G08,638,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.16,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/10YvksA1yK80RuPrR4G1vWEtuo8Mur1TX/view?usp=share_link,,,,
NYOS2207E09ASW_G09,NYOS2207E09ASW_G09,652,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.85,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1_8pnoelvD817HfMyBUZwXSnijRbAvJAq/view?usp=share_link,,,,
NYOS2207E09ASW_G10,NYOS2207E09ASW_G10,645,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/11qW5fLSL4XVy_NIgLqR8ezqIEOxRAbAM/view?usp=share_link,,,,
NYOS2207E09ASW_G11,NYOS2207E09ASW_G11,638,Auxis,rochei,Auxis rochei,100,Auxis thazard 99.84,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1OuCNJaBhH3Aua07qmymdwcWRue_Y_6Ey/view?usp=share_link,,,,
NYOS2207E09ASW_G12,NYOS2207E09ASW_G12,639,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1V014UyUsda1Zl65n8Ho6UXjslpJxrbS6/view?usp=share_link,,,,
NYOS2207E09ASW_H01,NYOS2207E09ASW_H01,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1wpaSpvlM2EAwpTwbpv-Bly8J1Ba6GU4u/view?usp=share_link,,,,
NYOS2207E09ASW_H02,NYOS2207E09ASW_H02,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1CYdSlknzGeWaQU3XxixUB1j944xUsr-N/view?usp=share_link,,,,
NYOS2207E09ASW_H03,NYOS2207E09ASW_H03,638,Citharichthys,arctifrons,Citharichthys arctifrons,99.84,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1MU7FfW_36gSgDYQQrxk-G__ptj-B8kS0/view?usp=share_link,,,,
NYOS2207E09ASW_H04,NYOS2207E09ASW_H04,638,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1FgJ7Y5tDn0vgOaTlEXDwv5QDy4B2drQ7/view?usp=share_link,,,,
NYOS2207E09BSW_H05,NYOS2207E09BSW_H05,638,Citharichthys,arctifrons,Citharichthys arctifrons,99.84,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/13qSCdV7ccl9uwiwbKxLmlalP8VD1pFl_/view?usp=share_link,,,,
NYOS2207E09BSW_H06,NYOS2207E09BSW_H06,361,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1kVP1bixk_DAyTKeno5pxHakatXxWVsP3/view?usp=share_link,,,,
NYOS2207E09BSW_H07,NYOS2207E09BSW_H07,652,Auxis,rochei,Auxis rochei,99.82,Auxis thazard 99.69,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1_6BmzSxsuAzA_bik9thBDV3Lngm5ypX1/view?usp=share_link,,,,
NYOS2207E09BSW_H08,NYOS2207E09BSW_H08,631,Peprilus,triacanthus,Peprilus triacanthus,100,,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/17apWpPsWDtzA1-rqXXmdUJdEe6KDpBkY/view?usp=share_link,,,,
NYOS2207E09BSW_H09,NYOS2207E09BSW_H09,638,Auxis,rochei,Auxis rochei,99.84,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1tz5Wyyam9NtlfDFeV1PGAEsx09qx5V-_/view?usp=share_link,,,,
NYOS2207E09BSW_H10,NYOS2207E09BSW_H10,638,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1UVMV2bw80whMD5ezvUBboYnV3Oc5Xkpy/view?usp=share_link,,,,
NYOS2207E09BSW_H11,NYOS2207E09BSW_H11,643,Euthynnus,alletteratus,Euthynnus alletteratus,100,,Little Tunny,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/168aBGptgnJwnl69Vc9NlTIYok1qYA-0U/view?usp=share_link,,,,
NYOS2207EO9BSW_A01,NYOS2207EO9BSW_A01,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1Ji8T5mW41331yjxZvTvMmkDN-FTsDI7V/view?usp=share_link,,,,
NYOS2207EO9BSW_A02,NYOS2207EO9BSW_A02,644,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1Jvpx_IxwXFD9XGQx95p7QmatOwSpPH4x/view?usp=share_link,,,,
NYOS2207EO9BSW_A03,NYOS2207EO9BSW_A03,652,Auxis,rochei,Auxis rochei,99.68,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1yAGs-h2Bs2VJW6V0ROWogLg9Ny3k1NvX/view?usp=share_link,,,,
NYOS2207EO9BSW_A04,NYOS2207EO9BSW_A04,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.23,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1AYjF5XGWpI4GTNgtsDry6s1jf0dpkmRV/view?usp=share_link,,,,
NYOS2207EO9BSW_A05,NYOS2207EO9BSW_A05,644,Auxis,thazard,Auxis thazard,100,Auxis rochei 100,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1wb9-tDVmQ6uSnnroy3giuP4sp15LuW3i/view?usp=share_link,,,,
NYOS2207EO9BSW_A06,NYOS2207EO9BSW_A06,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1PgnzVhBrsRzhUvQXmIxV89KzOMuYA-uo/view?usp=share_link,,,,
NYOS2207EO9BSW_A07,NYOS2207EO9BSW_A07,625,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1_TGSJUrpIxaJNKqCcFGl1tF3FGeWb6zc/view?usp=sharing,,,,
NYOS2207EO9BSW_A08,NYOS2207EO9BSW_A08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.36,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1tSOTNVvPEIFnfZzAh1mH5JQkAK24zNHW/view?usp=share_link,,,,
NYOS2207EO9BSW_A09,NYOS2207EO9BSW_A09,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1mAlXhmUZLG9O_CHkwXlOxqXHULfpQftU/view?usp=share_link,,,,
NYOS2207E09BSW_A10,NYOS2207E09BSW_A10,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1g5Zs7ggrH8BDsSKQwSPLYwvpDsQqHj6G/view?usp=share_link,,,,
NYOS2207E09BSW_A11,NYOS2207E09BSW_A11,652,Auxis,rochei,Auxis rochei,99.85,,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/17rOlpSLv6dIn3F7H-8mKJzj2vAhAzeFa/view?usp=share_link,,,,
NYOS2207E09BSW_A12,NYOS2207E09BSW_A12,652,Auxis,thazard,Auxis thazard,100,Auxis rochei 100,Bullet Tuna,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1XnhLyI5okw-q3Gh7Y_SfxpH6Ymp_zgJz/view?usp=share_link,,,,
NYOS2207E09BSW_B01,NYOS2207E09BSW_B01,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/15P0ZdbyCj51bfZjZE2n99Bbgy4oJvSaP/view?usp=share_link,,,,
NYOS2207E09BSW_B02,NYOS2207E09BSW_B02,638,Citharichthys,arctifrons,Citharichthys arctifrons,99.53,,Gulfstream Flounder,2207,E09,5.5,,,,,Larva,https://drive.google.com/file/d/1kBiGex0eLHzhRLt6Jfuv5FXhjnmkZ6ll/view?usp=share_link,,,,
